BusinessEntityID,EmailAddressID,EmailAddress,rowguid,ModifiedDate
50,50,sidney0@adventure-works.com,953FBA2B-5004-4879-ADB8-C6B08F17FA0C,2008-01-26 00:00:00.000
51,51,jeffrey0@adventure-works.com,9B83DF43-8B73-46ED-B821-77000D84BEC1,2008-02-13 00:00:00.000
52,52,doris0@adventure-works.com,01DC29C7-BF48-4F15-A5FA-C3EA72EC94F0,2014-01-31 00:00:00.000
53,53,diane0@adventure-works.com,FAED4878-4CF5-4555-B670-B2B09B6A188A,2008-03-21 00:00:00.000
54,54,bonnie0@adventure-works.com,C6AEB77C-8DFE-4776-985C-E34138643612,2009-12-25 00:00:00.000
55,55,taylor0@adventure-works.com,F407CF1E-B04D-416D-BC69-1AC6E5C24C99,2013-12-31 00:00:00.000
56,56,denise0@adventure-works.com,58F29B04-00B3-44E1-AC87-9AC960FFDA12,2009-01-29 00:00:00.000
57,57,frank1@adventure-works.com,4FEF2A65-2DD3-4107-9785-870DE1727EBC,2009-02-16 00:00:00.000
58,58,kendall0@adventure-works.com,E370F4B0-B1F5-4595-8DA1-5D88B4948341,2008-11-28 00:00:00.000
59,59,bob0@adventure-works.com,2CC9EE3A-8C99-49E1-9033-F850CF668EFA,2008-12-17 00:00:00.000
60,60,pete0@adventure-works.com,55E3E46B-7205-4C7E-882E-63AA895310CC,2009-01-04 00:00:00.000
61,61,diane2@adventure-works.com,B3B18577-A565-47C6-B149-CD2AAE6BD3F0,2009-01-11 00:00:00.000
62,62,john0@adventure-works.com,0F968A24-5E70-4A47-9961-091E31A57849,2014-02-07 00:00:00.000
63,63,maciej0@adventure-works.com,EB76A53A-8095-4A99-89D6-03923CA6EA0E,2010-01-22 00:00:00.000
64,64,michael7@adventure-works.com,77E65F84-6EE8-420A-B072-E13D87C85A45,2010-02-16 00:00:00.000
65,65,randy0@adventure-works.com,B174F86B-CBA7-4B5D-AA83-8A075EE1FDB4,2010-02-16 00:00:00.000
66,66,karan0@adventure-works.com,13A1D31A-8C76-419E-81D5-0B479A2F3AD9,2009-12-15 00:00:00.000
67,67,jay0@adventure-works.com,47E5526E-FE7F-4D11-AED7-14AB5307B97F,2009-02-26 00:00:00.000
68,68,charles0@adventure-works.com,D40BFDBF-6D54-4F67-ACA8-055E8498B995,2009-11-26 00:00:00.000
69,69,steve0@adventure-works.com,BC1283A1-A7FC-4DB2-8344-7F15C000F63F,2009-02-08 00:00:00.000
70,70,david2@adventure-works.com,D62C5B4E-C91F-403F-B630-7B7E0FDA70CE,2008-12-08 00:00:00.000
71,71,michael3@adventure-works.com,3F21EB3B-81AB-46F3-AAE2-A8D5C5EB6A6D,2009-02-08 00:00:00.000
72,72,steven0@adventure-works.com,9D1C4B98-72B0-4E17-8214-2CD2C72F86E9,2008-11-24 00:00:00.000
73,73,carole0@adventure-works.com,703CD060-E4FF-42F4-8F82-41131CCB346E,2008-12-12 00:00:00.000
74,74,bjorn0@adventure-works.com,7ED83953-FA8E-497A-98D6-6B3684BEC822,2008-12-31 00:00:00.000
75,75,michiko0@adventure-works.com,0798AD10-1E34-405A-A440-615634B76E24,2009-01-19 00:00:00.000
76,76,carol0@adventure-works.com,140A9C46-2A64-43FC-ACF2-A76ED2805266,2009-02-05 00:00:00.000
77,77,merav0@adventure-works.com,0A4F7C43-3FED-43FE-947C-69E9FCB0629A,2009-02-24 00:00:00.000
78,78,reuben0@adventure-works.com,D0FC506C-3332-4486-A6B7-4FD20E21245F,2008-12-08 00:00:00.000
79,79,eric1@adventure-works.com,DC243863-A00C-448C-B90F-509DFBE76F12,2010-01-17 00:00:00.000
80,80,sandeep0@adventure-works.com,C7ADB778-4A93-493D-ADAD-FAAF3967A5BA,2010-01-10 00:00:00.000
81,81,mihail0@adventure-works.com,E07A7278-4697-4B4A-A9E0-CAC2583143DE,2009-12-22 00:00:00.000
82,82,jack1@adventure-works.com,5AE3538E-A9A4-49C9-8488-2314F289B6CB,2010-02-24 00:00:00.000
83,83,patrick1@adventure-works.com,621D39FE-5EEA-4840-8131-31375E061E94,2010-02-05 00:00:00.000
84,84,frank3@adventure-works.com,A53C239F-BC9F-447F-A719-59B59A6F482A,2010-01-29 00:00:00.000
85,85,brian2@adventure-works.com,78586E93-83A6-44BB-8F5D-4187F702C040,2009-12-04 00:00:00.000
86,86,ryan0@adventure-works.com,B8A67E8B-15D5-4A9F-8C27-30D86779CEC1,2008-12-29 00:00:00.000
87,87,cristian0@adventure-works.com,2FFF23E9-73FE-48F0-A7ED-168F48B4941F,2008-12-15 00:00:00.000
88,88,betsy0@adventure-works.com,079E435B-5A3A-43A0-B598-9D0D21D8FA4F,2009-12-11 00:00:00.000
89,89,patrick0@adventure-works.com,77B0ABC5-529E-4ABD-89E3-28CBB8761741,2010-01-25 00:00:00.000
90,90,danielle0@adventure-works.com,3B8219C2-8893-4881-AA3C-4D0A752FC4EA,2010-02-13 00:00:00.000
91,91,kimberly0@adventure-works.com,23275F93-2E6C-487F-9FC1-617F8239D050,2010-01-05 00:00:00.000
92,92,tom0@adventure-works.com,E093B00C-F87F-4B93-AF2F-ECD6C9F63B85,2010-03-03 00:00:00.000
93,93,kok-ho0@adventure-works.com,4232D44C-B42C-498E-840F-F2AE44B50F16,2008-12-20 00:00:00.000
94,94,russell0@adventure-works.com,2D083A33-FEDE-4472-9C96-5766E9783351,2008-12-05 00:00:00.000
95,95,jim0@adventure-works.com,933B5FE3-CC08-48FF-AB0F-A812FC642D0B,2008-12-12 00:00:00.000
96,96,elizabeth0@adventure-works.com,DE385467-19F1-41B1-9165-E05E462FBC80,2009-02-23 00:00:00.000
97,97,mandar0@adventure-works.com,1A9E785F-EBCF-454D-B249-2A88F858A2D0,2009-02-03 00:00:00.000
98,98,sameer0@adventure-works.com,DFCC751C-451C-4498-819B-A4692527B0A2,2009-02-04 00:00:00.000
99,99,nuan0@adventure-works.com,12A30695-A604-4312-B65E-19A67FB3FB73,2008-12-30 00:00:00.000
100,100,lolan0@adventure-works.com,4EBF0B6C-141E-4725-B6E7-04D4FB305B80,2009-01-05 00:00:00.000
101,101,houman0@adventure-works.com,B1A38954-E8C1-4009-A632-EE02DA1FD9D8,2009-01-18 00:00:00.000
102,102,zheng0@adventure-works.com,0766060D-CA79-45DB-B892-668A2A924B7F,2008-11-26 00:00:00.000
103,103,ebru0@adventure-works.com,A27D2032-F216-493F-923C-A2BC4B5AD190,2009-11-29 00:00:00.000
104,104,mary1@adventure-works.com,AD6C9CAB-1428-4345-ADD4-30DD879AFB89,2009-12-18 00:00:00.000
105,105,kevin2@adventure-works.com,F5C6BB98-0D1D-4ADD-9C0C-04B37D28468D,2009-12-18 00:00:00.000
106,106,john4@adventure-works.com,BC4640E4-0360-49B8-9EC0-ACA2DFB76D84,2010-02-20 00:00:00.000
107,107,christopher0@adventure-works.com,D4773AEF-A889-420D-B9F7-6167B7223CFC,2010-02-01 00:00:00.000
108,108,jinghao0@adventure-works.com,C4861DC0-3A60-4C72-B622-4840663167A5,2008-12-01 00:00:00.000
109,109,alice0@adventure-works.com,8C45D022-A69E-49C9-BA7B-E4B2567E7031,2008-11-30 00:00:00.000
110,110,jun0@adventure-works.com,D5CC5BE1-4C69-4576-8AF7-D892816BD66A,2008-12-07 00:00:00.000
111,111,suroor0@adventure-works.com,85B62BFF-C5D6-4E4B-A634-0C1C61F08943,2008-12-10 00:00:00.000
112,112,john1@adventure-works.com,A52A0702-28F8-4849-AE3A-30AEC008F2EC,2008-12-25 00:00:00.000
113,113,linda0@adventure-works.com,1E6331CF-DB0D-46A6-8B68-970DE3C28755,2008-12-18 00:00:00.000
114,114,mindaugas0@adventure-works.com,415EC347-556E-4142-AA46-AE927320B893,2009-01-06 00:00:00.000
115,115,angela0@adventure-works.com,FA46B7F9-0269-4A18-B34D-8D31829AE726,2009-01-13 00:00:00.000
116,116,michael2@adventure-works.com,E136B945-0D14-4C36-93A1-D0EBEF70E877,2009-01-24 00:00:00.000
117,117,chad0@adventure-works.com,D9C889E6-C8BB-44E2-92B3-BD268596D959,2009-02-11 00:00:00.000
118,118,don0@adventure-works.com,28ABCFF5-6178-4BA0-B610-D459D03E3D8E,2009-02-06 00:00:00.000
119,119,michael4@adventure-works.com,A8B13899-CAD3-4A5D-B459-19F9256685B3,2009-02-18 00:00:00.000
120,120,kitti0@adventure-works.com,C8FE6E0F-7C9E-47AC-9038-6C362A6067D0,2009-02-25 00:00:00.000
121,121,pilar0@adventure-works.com,A248F59F-CD52-4CB8-9E23-0E14BA620432,2008-12-26 00:00:00.000
122,122,susan0@adventure-works.com,2C6E99E1-2715-4B0C-A196-F1BE204605EF,2008-11-30 00:00:00.000
123,123,vamsi0@adventure-works.com,73370349-E37E-4CBB-89AC-CE01A073A2CA,2008-11-30 00:00:00.000
124,124,kim0@adventure-works.com,CCEF1782-7C06-4EE7-BC12-D2F91B5DEEAA,2008-12-19 00:00:00.000
125,125,matthias0@adventure-works.com,2BE2A87A-9EB9-45CB-99F3-E3D703FB7AAA,2009-01-13 00:00:00.000
126,126,jimmy0@adventure-works.com,FB8DB7F1-40DE-4110-A29F-D2CFD747E408,2009-02-19 00:00:00.000
127,127,david4@adventure-works.com,7AD791C4-08ED-4983-A1BD-FB6E2283233D,2008-12-27 00:00:00.000
128,128,paul0@adventure-works.com,7FC86BA7-74DA-48AA-803B-C02E88CAE392,2008-11-27 00:00:00.000
129,129,gary0@adventure-works.com,71BD0596-FDF3-42AE-A4AE-CF9DDECA5535,2008-12-15 00:00:00.000
130,130,rob1@adventure-works.com,F4150104-2A1F-4895-9D1D-3C9B324E1C45,2009-02-06 00:00:00.000
131,131,baris0@adventure-works.com,9BF4275A-C36D-4FDA-B37A-F825E3D5CE5E,2009-02-08 00:00:00.000
132,132,nicole0@adventure-works.com,CE6A8412-F496-4728-B822-A92DBA863A5F,2009-02-15 00:00:00.000
133,133,michael1@adventure-works.com,F0508FFC-6529-4979-B01B-47355264CFD0,2009-01-03 00:00:00.000
134,134,eric0@adventure-works.com,B5AD48A5-D1B1-484C-A96A-6026DC4FC276,2009-01-07 00:00:00.000
135,135,ivo0@adventure-works.com,65042EB4-D07A-487D-A8A4-5DDA60695F13,2008-11-27 00:00:00.000
136,136,sylvester0@adventure-works.com,6C757321-9920-4FB6-8587-A53C64160A94,2009-12-04 00:00:00.000
137,137,anibal0@adventure-works.com,3C11EF13-E40F-4AC3-B987-97C05E17FC4F,2009-02-16 00:00:00.000
138,138,samantha0@adventure-works.com,9CE31637-7383-45AD-91C1-0E7FB13A3AC1,2009-01-28 00:00:00.000
139,139,hung-fu0@adventure-works.com,26BC25F4-CD70-4395-89B4-3FA838E88822,2009-12-30 00:00:00.000
140,140,prasanna0@adventure-works.com,92E91660-BE6C-4CB7-B4D8-1B71324E9944,2010-01-15 00:00:00.000
141,141,min0@adventure-works.com,53613A7B-6203-4852-B28A-A6E1BEC99FA1,2010-01-17 00:00:00.000
142,142,olinda0@adventure-works.com,17054C6E-2BFA-48F1-88E1-5589CC5BF366,2010-02-25 00:00:00.000
143,143,krishna0@adventure-works.com,72F099F6-4748-40DA-993C-69C8EDF76B18,2010-02-06 00:00:00.000
144,144,paul1@adventure-works.com,F50159DF-1A39-4BBD-BA72-B380C9D4921D,2009-01-10 00:00:00.000
145,145,cynthia0@adventure-works.com,EA9C577E-A7C6-446D-8819-42417B43CA41,2009-01-20 00:00:00.000
146,146,jianshuo0@adventure-works.com,D123542F-9C58-4C06-8FC0-A78E1FB4D50B,2008-11-30 00:00:00.000
147,147,sandra0@adventure-works.com,F3FD8758-C157-4082-93CF-622DE451832D,2008-12-19 00:00:00.000
148,148,jason0@adventure-works.com,C55B86A1-167E-4B62-9DE2-0376D28268BD,2009-01-07 00:00:00.000
149,149,andy0@adventure-works.com,560FC0D8-C75A-486C-BC8A-A1E59FCB755C,2009-01-24 00:00:00.000
150,150,michael5@adventure-works.com,C6730986-826F-4137-BE87-47F23B786CFA,2009-02-19 00:00:00.000
151,151,rostislav0@adventure-works.com,ACA69D01-EF31-4A3E-976F-7DA2E9F8A929,2009-02-12 00:00:00.000
152,152,yuhong0@adventure-works.com,DA2F2741-3E83-46AE-9FC3-723E34BDD551,2009-01-25 00:00:00.000
153,153,hanying0@adventure-works.com,F3E0368B-9B95-4775-839A-003E24BA7A23,2008-12-09 00:00:00.000
154,154,raymond0@adventure-works.com,5E32288E-1EE6-4153-9F47-9435BC009AF9,2008-12-16 00:00:00.000
155,155,fadi0@adventure-works.com,25864705-1B1F-40A5-AB2F-CCD48EEA5F1F,2008-12-28 00:00:00.000
156,156,lane0@adventure-works.com,E98104A0-7F15-4938-AADC-E0EE658DFBF3,2009-01-04 00:00:00.000
157,157,linda1@adventure-works.com,26A4317C-A8C3-43FA-8CD2-84D2844DBED1,2009-01-27 00:00:00.000
158,158,shelley0@adventure-works.com,D35879EB-E373-4359-B027-76072A6BE5F6,2009-02-28 00:00:00.000
159,159,terrence0@adventure-works.com,63D4EA48-73A9-4108-BF3E-14450C6DD6CE,2009-02-09 00:00:00.000
160,160,jeff0@adventure-works.com,0B40A5ED-51A4-4EE8-A486-FF4CD200CA30,2009-01-14 00:00:00.000
161,161,kirk0@adventure-works.com,D5A2BE6D-796A-465D-A0AE-C5CF1C8C0451,2008-12-08 00:00:00.000
162,162,laura0@adventure-works.com,23BC5DB0-9C81-4C9C-82E0-B194C5467283,2008-12-27 00:00:00.000
163,163,alex0@adventure-works.com,AE39B8CC-002F-46F9-AFB9-E4A788073119,2009-02-01 00:00:00.000
164,164,andrew1@adventure-works.com,F156D627-1613-45A9-8299-53AEED98C0F8,2009-02-27 00:00:00.000
165,165,chris0@adventure-works.com,01A22557-82EE-4C99-A8E8-5D96A1DF5649,2009-01-15 00:00:00.000
166,166,jack0@adventure-works.com,B29DCF5D-0D4F-4B4E-AA9B-14D239D5C5B1,2009-02-14 00:00:00.000
167,167,david1@adventure-works.com,38000144-1D21-4E05-A5C2-B4CD24D3F14A,2008-11-25 00:00:00.000
168,168,garrett0@adventure-works.com,FED3D441-6917-4594-ADAF-5E323FF2F57B,2008-11-30 00:00:00.000
169,169,susan1@adventure-works.com,E30D5553-CF21-470A-BD69-05FFA933D816,2008-12-07 00:00:00.000
170,170,george0@adventure-works.com,0008836B-5ED3-4E25-92AE-A29AFE64403D,2008-12-14 00:00:00.000
171,171,david3@adventure-works.com,5CF45166-F1BC-4D60-A460-CDBD1A706904,2008-12-26 00:00:00.000
172,172,marc0@adventure-works.com,7740C361-1681-47B9-87D7-A83AFE8F7E15,2009-01-09 00:00:00.000
173,173,eugene0@adventure-works.com,60E866CF-3A9B-456F-9000-DD8526CA2A61,2009-01-14 00:00:00.000
174,174,benjamin0@adventure-works.com,18B45A3C-4CAC-4AB4-97A1-A58FBCC705B5,2009-01-20 00:00:00.000
175,175,reed0@adventure-works.com,C9283591-9FB8-465E-A37C-F46ABC6DF368,2009-01-26 00:00:00.000
176,176,david7@adventure-works.com,E779FD9B-4945-4E48-8F0E-90F1589CB622,2009-02-07 00:00:00.000
177,177,russell1@adventure-works.com,93D5D09D-D29A-4B0A-A700-486D38D8EE1B,2009-02-14 00:00:00.000
178,178,john3@adventure-works.com,A23974C4-7BC0-42EC-80F7-FF17878BA8C9,2009-02-24 00:00:00.000
179,179,jan0@adventure-works.com,E17475CD-E9CF-4572-B787-9797A064BCA7,2009-02-26 00:00:00.000
180,180,katie0@adventure-works.com,92393B68-D7FD-4228-9334-D102037EC737,2009-02-13 00:00:00.000
181,181,michael0@adventure-works.com,CC7724F9-A364-4D89-9EA9-4AFA68F2D887,2008-12-02 00:00:00.000
182,182,nitin0@adventure-works.com,5C03E261-C522-4793-A42D-8F9E6EF7E8E4,2008-12-21 00:00:00.000
183,183,barbara0@adventure-works.com,AFDD9E4B-DC8D-4A24-9D75-4897C2D59B00,2009-01-15 00:00:00.000
184,184,john2@adventure-works.com,195E8507-2957-4363-9B1B-F9CC65E6E2E9,2009-02-02 00:00:00.000
185,185,stefen0@adventure-works.com,04DAD7BD-1141-4E0F-A6FE-6C17B146D407,2009-02-21 00:00:00.000
186,186,shane0@adventure-works.com,CF891774-A3A0-4D0E-9BAE-841A38F27322,2009-02-01 00:00:00.000
187,187,yvonne0@adventure-works.com,3DEADEE4-4539-4166-9F40-1D111A92B905,2008-12-02 00:00:00.000
188,188,douglas0@adventure-works.com,A1FE3A50-8634-46E3-901E-80ED0827FCF8,2008-12-20 00:00:00.000
189,189,janeth0@adventure-works.com,FAD439F5-AE4B-4A4E-9D9A-2C564DEA2D3B,2009-01-08 00:00:00.000
190,190,robert0@adventure-works.com,255D5EC2-BA9D-4AF0-BD08-0CCBD4363F84,2009-01-26 00:00:00.000
191,191,lionel0@adventure-works.com,BC9E847C-A828-4C55-85A7-13ACDE25319D,2009-02-19 00:00:00.000
192,192,brenda0@adventure-works.com,38CBE598-AFBA-406B-BC96-C8A998E06E61,2009-02-26 00:00:00.000
193,193,alejandro0@adventure-works.com,9A5BC0F7-B72D-4778-AA68-0F7DA65A6875,2008-11-29 00:00:00.000
194,194,fred0@adventure-works.com,FDF85518-A1BB-466A-81C4-C12B70281C74,2008-12-05 00:00:00.000
195,195,kevin1@adventure-works.com,2096C8C9-1A5D-42BD-912C-9DEDFE84BEA9,2008-12-10 00:00:00.000
196,196,shammi0@adventure-works.com,F62FC889-EADF-48C4-B4C2-3DEFF636A677,2008-12-17 00:00:00.000
197,197,rajesh0@adventure-works.com,4E455079-DEFF-4A8A-9A94-35168D311850,2008-12-24 00:00:00.000
198,198,lorraine0@adventure-works.com,6701AC9C-0A12-4D7D-A56D-CE293B1B36DE,2008-12-28 00:00:00.000
199,199,paula1@adventure-works.com,EF3CB6A7-63B1-4F7C-8919-2D0467725F82,2009-01-05 00:00:00.000
200,200,frank0@adventure-works.com,BF623E0D-E3AC-4AC9-AFFB-A72D45AC2020,2009-01-10 00:00:00.000
201,201,brian0@adventure-works.com,09ED7612-AF5C-4F65-A246-59BFDDE3AC18,2009-01-22 00:00:00.000
202,202,tawana0@adventure-works.com,9B144E61-558D-4733-8EF8-8F86EA039033,2009-01-29 00:00:00.000
203,203,ken1@adventure-works.com,5C1E03FB-E6E3-4A1F-870D-ACC1A41041B9,2009-02-17 00:00:00.000
204,204,gabe0@adventure-works.com,341001CF-5DB8-47BE-90C5-CC02FFC75327,2009-03-01 00:00:00.000
205,205,lori0@adventure-works.com,224094FB-E29B-4E38-B97D-4D03C73D7411,2009-02-19 00:00:00.000
206,206,stuart0@adventure-works.com,2001AE39-84D7-4358-8F52-972C1CCE606D,2008-11-25 00:00:00.000
207,207,greg0@adventure-works.com,D3BFE26D-BCCB-441F-8C01-70450E8D49D1,2008-11-25 00:00:00.000
208,208,scott0@adventure-works.com,F18078DB-2B82-4DCC-AFE6-2EC796261F29,2009-01-01 00:00:00.000
209,209,kathie0@adventure-works.com,B547C41B-46F8-41EA-8DEA-93183D4F615D,2009-01-20 00:00:00.000
210,210,belinda0@adventure-works.com,1B5F281C-CAA5-461F-BB25-5593140D6AA8,2009-02-13 00:00:00.000
211,211,hazem0@adventure-works.com,0C80D162-0D8A-452E-9EF5-F6C6FEE819A3,2009-02-21 00:00:00.000
212,212,peng0@adventure-works.com,16055E23-B9D0-44C4-8F2C-C9F66DF1E8BE,2008-12-02 00:00:00.000
213,213,sootha0@adventure-works.com,8EA38CF4-C5A1-44AC-B50B-1D53B41D535C,2010-02-16 00:00:00.000
214,214,andreas0@adventure-works.com,30C1D4A4-4F13-4E01-AF3C-6D2B2B020300,2009-01-26 00:00:00.000
215,215,mark0@adventure-works.com,38604F61-C13A-464A-B36D-E57A313D96BD,2009-01-08 00:00:00.000
216,216,sean0@adventure-works.com,A95D2B4F-0648-44F6-A14D-89596AAE3430,2008-12-21 00:00:00.000
217,217,zainal0@adventure-works.com,8967CCF9-F3B8-410F-8766-3D0510151946,2008-12-28 00:00:00.000
218,218,tengiz0@adventure-works.com,39945494-59D2-4E4F-B7B6-E56748800BAE,2008-12-09 00:00:00.000
219,219,sean1@adventure-works.com,8DDFEF78-B2E0-4856-BCB5-62B81E925D55,2009-01-15 00:00:00.000
220,220,karen0@adventure-works.com,B327A40F-0B0C-4391-92F3-3B66F4D23A5E,2009-02-02 00:00:00.000
221,221,chris1@adventure-works.com,DE415A78-3EAE-40E8-B130-209A9521506F,2009-02-27 00:00:00.000
222,222,ascott0@adventure-works.com,96AA826F-2432-48DE-A741-BD4139072F12,2008-12-05 00:00:00.000
223,223,sairaj0@adventure-works.com,3E7C49C9-5F81-48A7-80C1-8BD0F7FAD02E,2009-01-19 00:00:00.000
224,224,william0@adventure-works.com,8992BA60-7FAE-4A9A-B92B-770708E99A64,2008-12-31 00:00:00.000
225,225,alan0@adventure-works.com,0075D670-034C-4F1B-A868-F8EEFF3175C5,2009-02-06 00:00:00.000
226,226,brian1@adventure-works.com,1418A00D-B326-485F-9869-2EA41F6DA2E8,2009-02-24 00:00:00.000
227,227,gary1@adventure-works.com,CD84EC01-4AA3-4B59-A527-20058FBA9DB4,2009-11-25 00:00:00.000
228,228,christian0@adventure-works.com,4802C7E4-C7DB-4F50-8F5A-9905B73B12E4,2008-12-07 00:00:00.000
229,229,lori1@adventure-works.com,07CF89A2-3E38-40C8-91B0-9E9F41B3652C,2010-02-09 00:00:00.000
230,230,stuart1@adventure-works.com,E30C77FE-2AE8-4859-8886-06D2DAF5559A,2010-02-26 00:00:00.000
231,231,jo1@adventure-works.com,7222A110-71A2-42D9-8CF5-1688EBAE3858,2010-02-28 00:00:00.000
232,232,pat0@adventure-works.com,FFA6B147-2D31-40FF-A0FF-A6F29966C877,2010-01-20 00:00:00.000
233,233,magnus0@adventure-works.com,5FB0DAE0-6E88-4C43-9890-8B09F0DA6D82,2009-12-14 00:00:00.000
234,234,laura1@adventure-works.com,2A42372E-3908-4003-9428-C05A9199A168,2009-01-24 00:00:00.000
